Subject,Start Date,End Date,All day event,Description,Location
"Kasama Nichido Museum of Art Collection: Fascinating Modern Western Paintings - From Monet and Renoir to Picasso and Matisse opens",4/15/2023,4/15/2023,true,"Admission Adults ¥260\, University and High School Students ¥150\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","Tokiwa Park\, Asahikawa-shi\, Hokkaido 070-0044"
"Painters Who Studied in Paris opens",4/15/2023,4/15/2023,true,"Admission Adults ¥260\, University and High School Students ¥150\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","Tokiwa Park\, Asahikawa-shi\, Hokkaido 070-0044"
"Okayama City Museum Collection Exhibition opens",4/8/2023,4/8/2023,true,"Admission Adults ¥310; University and High School Students ¥210; Junior High School Students and Under\, Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","4 / 5F\, 15-1 Ekimotomachi\, Kita-ku\, Okayama-shi\, Okayama 700-0024"
"Modern Finnish Ryijy Textiles from the Tuomas Sopanen Collection opens",4/29/2023,4/29/2023,true,"Admission undefined yen","1-7-3 Chuominami\, Higashine-shi\, Yamagata 999-3730"
"TeamLab: Existence in Perception - Engyoji Temple opens",4/29/2023,4/29/2023,true,"Admission undefined yen","2968 Shosya\, Himeji-shi\, Hyogo 671-2201"
"Taro Okamoto and Bird of the Sun opens",4/20/2023,4/20/2023,true,"Admission null yen","7-1-5 Masukata\, Tama-ku\, Kawasaki-shi\, Kanagawa 214-0032"
"Liu Jianhua 'Fluid Voids' opens",6/24/2023,6/24/2023,true,"Admission [Permanent Exhibition]Adults ¥1000 [Special Exhibition]Adults ¥1800; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","10-9 Nishi-Nibancho\, Towada-shi\, Aomori 034-0082"
"86th Open Studio - Toshiro Baba 'Animalier' opens",4/15/2023,4/15/2023,true,"Admission Adults ¥200\, University and High School Students ¥100\, Junior High and Elementary School Students ¥50\, Special Exhibition Fees may be charged separately. yen","1-3 Sengen-cho\, Fuchu-shi\, Tokyo 183-0001"
"Relationship between Mohri Bushiro and Kurobe opens",4/15/2023,4/15/2023,true,"Admission undefined yen","1035 Horikiri\, Kurobe-shi\, Toyama 938-0041"
"Collection Exhibition - Painting Trees\, Creating with Trees opens",4/12/2023,4/12/2023,true,"Admission null yen","62-46 Azatomigasawa\, Akasaka\, Yokote-shi\, Akita 013-0064 "
"Tokyo Gendai opens",7/7/2023,7/7/2023,true,"Admission null yen","1-1-1 Minato Mirai\, Nishi-ku\, Yokohama-shi Kanagawa 220-0012"
"A Person's Outward Appearance  opens",4/15/2023,4/15/2023,true,"Admission Adults ¥200; University and High School Students ¥100; Junior High and Elementary School Students ¥50; Seniors 65 & Over\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","Bunka-no-mori-Park\, Mukoterayama\, Hachiman-cho\, Tokushima-shi\, Tokushima 770-8070"
"Collection Exhibition - The Four Seasons of Japan opens",3/1/2023,3/1/2023,true,"Admission Adults ¥900\, Seniors 65 & Over ¥800\, University and High School Students ¥500\, Junior High and Elementary School Students ¥400 yen","1-30-6 Sakurashinmachi\, Setagaya-ku\, Tokyo 154-0015"
"Friday Road Show and Ghibli Exhibition opens",6/29/2023,6/29/2023,true,"Admission null yen","2-1-3 Higashishinagawa\, Shinagawa-ku\, Tokyo 140-0002"
"50th Anniversary - Devilman x Mazinger Z opens",4/8/2023,4/8/2023,true,"Admission Entry fee is required to enter the museum during the special exhibition period. yen","3-9-22 Minaminagasaki\, Toshima-ku\, Tokyo 171-0052"
"Hokusai: Mountain Grandeur opens",6/20/2023,6/20/2023,true,"Admission Adults ¥400; Seniors 65 & Over\, University and High School Students ¥300; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","2-7-2 Kamezawa\, Sumida-ku\, Tokyo 130-0014　"
"Collection Exhibition 1 - Enjoying Early Modern Painting opens",4/14/2023,4/14/2023,true,"Admission Adults ¥300; University and High School Students ¥200; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","2-1 Kotobuki-Machi\, Oita-shi\, Oita 870-0036"
"Hosokawa Collection - Hakuin and Sengai opens",4/14/2023,4/14/2023,true,"Admission Adults ¥430; University Students ¥260; High School Students and Under\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","2 Ninomaru\, Chuo-ku\, Kumamoto-shi\, Kumamoto 860-0008"
"Daido Moriyama 'Memory of Light' opens",4/12/2023,4/12/2023,true,"Admission Adults ¥300\, University Students ¥200\, High School Students and Under free. Special Exhibition Fees may be charged separately. yen","1-5 Sodeshi-cho\, Matsue-shi\, Shimane 690-0049"
"Museum Collection Ⅰ opens",4/11/2023,4/11/2023,true,"Admission Adults ¥430; University Students ¥260; High School Students and Under\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","2 Ninomaru\, Chuo-ku\, Kumamoto-shi\, Kumamoto 860-0008"
"Collection Exhibition Ⅰ opens",4/8/2023,4/8/2023,true,"Admission null yen","3-210 Funatsuka\, Miyazaki-shi\, Miyazaki 880-0031"
"Shusaku Arakawa Exhibition opens",4/11/2023,4/11/2023,true,"Admission 0 yen","1 Tokodaichi\, Seki-shi\, Gifu 501-3939"
"Yoshihiro Suda 'Alteration and Adaptation: An Investigation' opens",4/8/2023,4/8/2023,true,"Admission 0 yen","9F Koyanagi Bldg.\, 1-7-5 Ginza\, Chuo-ku\, Tokyo 104-0061"
"Taisho Art Democracy opens",4/6/2023,4/6/2023,true,"Admission Adults ¥310; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","2-4-3 Nishimachi\, Fukuyama-shi\, Hiroshima 720-0067"
"Picture Books of Switzerland - The World Ernst Kreidolf\, Hans Fischer\, and Felix Hoffman opens",4/8/2023,4/8/2023,true,"Admission Adults ¥1000\, University and High School Students ¥500\, Junior High School Students and Under free. yen","515-57 Clematis no Oka\, Higashino\, Nagaizumi-cho\, Shizuoka 411-0931"
"Anjo Present and Past 4 opens",4/8/2023,4/8/2023,true,"Admission Adults ¥200\, Junior High School Students and Under free. Special Exhibition Fees may be charged separately. yen","30 Shirobori\, Anjo-cho\, Anjo-shi\, Aichi 446-0026"
"Ogai's Food opens",4/8/2023,4/8/2023,true,"Admission Adults ¥300\, Junior High School Students and Under free. Special Exhibitions Fee may be charged separately.  yen","1-23-4 Sendagi\, Bunkyo-ku\, Tokyo 113-0022"
"Special Section: New Collection Commemoration 2022 opens",4/8/2023,4/8/2023,true,"Admission Adults ¥380; High School and University Students\, Seniors 65 & Over ¥280; Junior High School Students and Under free\, Special Exhibition Fees may be charged separately. yen","4-1 Kamoi\, Yokosuka-shi\, Kanagawa 239-0813"
"Collection Exhibition 1 It knows : When Forms Become Mind opens",4/8/2023,4/8/2023,true,"Admission null yen","1-2-1 Hirosaka\, Kanazawa City\, Ishikawa 920-8509"
"Nobuko Tsuchiya 'Stay as a Wave' opens",4/13/2023,4/13/2023,true,"Admission 0 yen","3F Piramide Bldg.\, 6-6-9 Roppongi\, Minato-ku\, Tokyo 106-0032"
"Zen opens",4/1/2023,4/1/2023,true,"Admission Adults ¥1000\, Under Age 20 free. yen","10-32 Amijima-cho\, Miyakojima-ku\, Osaka-shi\, Osaka 534-0026"
"Wandering in the Otherworld - Mysteries\, Prayers\, Life and Death opens",4/28/2023,4/28/2023,true,"Admission Adults ¥600; University and High School Students ¥400; Junior High School Students and Under\, Seniors 65 & Over residing in Osaka City\, Persons with Disability Certificates + 1 Companion free. yen","4-1-32 Otemae\, Chuo-ku\, Osaka-shi\, Osaka 540-0008"
"Spy x Family Exhibition opens",7/20/2023,7/20/2023,true,"Admission null yen","3-6-1 Ginza\, Chuo-ku\, Tokyo 104-8130"
"Film Director Nagisa Oshima opens",4/11/2023,4/11/2023,true,"Admission [Film] Adults ¥520; University and High School Students\, Seniors 65 & Over ¥310; Junior High and Elementary School Students ¥100 [Exhibitions] Adults ¥250; University Students ¥130; Seniors 65 & Over\, High School Students and Under free. yen","3-7-6 Kyobashi\, Chuo-ku\, Tokyo 104-0031"
"How is Value Formed? opens",4/6/2023,4/6/2023,true,"Admission 0 yen","2F Chiso Honsha Bldg.\, 80 Mikura-cho\, Nakagyo-ku\, Kyoto-shi\, Kyoto 604-8166"
"Rune Naito 'Roots of Kawaii' opens",4/8/2023,4/8/2023,true,"Admission undefined yen","2-9-1 Koyo-cho Naka\, Higashi Nada-ku\, Kobe-shi\, Hyogo 658-0032"
"Tama Shinkin Bank 90th Anniversary - Mitsuo Aida Exhibition opens",4/8/2023,4/8/2023,true,"Admission Adults ¥500\, University and High School Students ¥300\, Junior High School Students and Under free. yen","1F The Tama Shinkin Bank Honten\, 3-4 Midori-cho\, Tachikawa-shi\, Tokyo 190-8681"
"Delicieux Mucha opens",4/8/2023,4/8/2023,true,"Admission Adults ¥510; University and High School Students ¥310; Junior High and Elementary School Students ¥100; Seniors 65 & Over residing in Sakai city + 1 Companion\, Persons with Disability Certificates + 1 Companion free. yen","2-4F\, 1-2-200 Tadei-cho\, Sakai-ku\, Sakai-shi\, Osaka 590-0014"
"Shell of Phantom Light opens",4/8/2023,4/8/2023,true,"Admission null yen","1-2-1 Hirosaka\, Kanazawa City\, Ishikawa 920-8509"
"Special Section: Prayer For Tomorrow opens",4/8/2023,4/8/2023,true,"Admission Adults ¥380; High School and University Students\, Seniors 65 & Over ¥280; Junior High School Students and Under free\, Special Exhibition Fees may be charged separately. yen","4-1 Kamoi\, Yokosuka-shi\, Kanagawa 239-0813"
"Taikichi Irie 'What is Remaining in Yamato' opens",4/8/2023,4/8/2023,true,"Admission Adults ¥500; University and High School Students ¥200; Junior High and Elementary School Students ¥200; Persons with Disability Certificates + 1 Companion\, Seniors 70 & Over residing in Nara city free. yen","600-1 Takahata-cho\, Nara-shi\, Nara 630-8301"
"Rokuro Taniuchi’s Works - From the Covers of the Weekly Magazine Shukan Shincho 'Imagination of Shadows' opens",4/8/2023,4/8/2023,true,"Admission Adults ¥380; High School and University Students\, Seniors 65 & Over ¥280; Junior High School Students and Under free\, Special Exhibition Fees may be charged separately. yen","4-1 Kamoi\, Yokosuka-shi\, Kanagawa 239-0813"
"Finnish Glass Art - Sparkle and Color in Modern Design opens",6/24/2023,6/24/2023,true,"Admission null yen","5-21-9 Shirokanedai\, Minato-ku\, Tokyo 108-0071"
"TOP Collection: Serendipity opens",4/7/2023,4/7/2023,true,"Admission null yen","Yebisu Garden Place\, 1-13-3 Mita\, Meguro-ku\, 153-0062 Tokyo"
"Shun Kimura + Hiroshi Yoshida 'Asking What it Means to Be Human and Short Colored Pencils' opens",4/11/2023,4/11/2023,true,"Admission 0 yen","1F\, 83 Miyagaki-cho\, Kamigyo-ku\, Kyoto-shi\, Kyoto 602-0853"
"Collection Part I - Higashi-Hiroshima and Culture opens",4/5/2023,4/5/2023,true,"Admission Adults ¥300\, University Students ¥200\, Persons with Disability Certificates free. Special Exhibition Fees may be charged separately. yen","9-1 Saijosakaemachi\, Higashihiroshima-shi\, Hiroshima 739-0015"
"Yoshimi Ikemoto Exhibition opens",4/8/2023,4/8/2023,true,"Admission Adults ¥500; University and High School Students ¥200; Junior High and Elementary School Students ¥200; Persons with Disability Certificates + 1 Companion\, Seniors 70 & Over residing in Nara city free. yen","600-1 Takahata-cho\, Nara-shi\, Nara 630-8301"
"A Celebration of Victorian Jewelry - Love\, Leisure and Ceremony opens",4/4/2023,4/4/2023,true,"Admission Adults ¥1000; University and High School Students ¥800; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free; Special Exhibition Fees may be charged separately. yen","2-10-3 Toranomon\, Minato-ku\, Tokyo 105-0001"
"What to Do!? Plastic Waste opens",4/1/2023,4/1/2023,true,"Admission Adults ¥630\, Under 19s ¥210\, Infants free. Special Exhibition Fees may be charged separately. yen","2-3-6 Aomi\, Koto-ku\, Tokyo 135-0064"
"1963–2023: Sixty Years of the Ryushi Memorial Museum opens",4/2/2023,4/2/2023,true,"Admission Adults(Over 16s) ¥200; Over 6s ¥100; Seniors 65 & Over\, Infants free. Special Exhibition Fees may be charged separately. yen","4-2-1 Chuo\, Ota-ku\, Tokyo 143-0024"
"Menard Art Museum 35th Anniversary Museum Collection Special Event 35 Artists Vol. Ⅲ opens",4/8/2023,4/8/2023,true,"Admission Adults ¥900\, University and High School Students ¥600\, Junior High and Elementary School Students ¥300\, Persons with Disability Certificates + 1 Companion free. yen","5-250 Komaki\, Komaki-shi\, Aichi 485-0041"
"Saburo Miyamoto 'Flowers and Flowers' opens",4/1/2023,4/1/2023,true,"Admission Adults ¥200; University and High School Students ¥150; Junior High and Elementary School Students\, Seniors 65 & Over\, Persons with Disability Certificates ¥100. yen","5-38-13 Okusawa\, Setagaya-ku\, Tokyo 158-0083"
"Nobuyoshi Araki 'Hana-Jinsei' opens",4/1/2023,4/1/2023,true,"Admission Adults ¥1000\, Students ¥800 yen","271 Gionmachi Kitagawa\, Higashiyama-ku\, Kyoto-shi\, Kyoto 605-0073"
"What is Buffet Style? opens",4/1/2023,4/1/2023,true,"Admission Adults ¥1000\, University and High School Students ¥500\, Junior High School Students and Under free. yen","515-57 Clematis no Oka\, Higashino\, Nagaizumi-cho\, Shizuoka 411-0931"
"Yumeji Takehisa Exhibition opens",4/1/2023,4/1/2023,true,"Admission Adults ¥1000\, University and High School Students ¥900\, Junior High and Elementary School Students ¥500. yen","2-4-2 Yayoi\, Bunkyo-ku\, Tokyo 113-0032"
"Lalique and Pochoir - Art DecoGlass\, Porcelain\, and Fashion Prints opens",4/1/2023,4/1/2023,true,"Admission Adults ¥800\, University Students ¥700\, High School and Junior High School Students ¥300 yen","39-1 Yamanemachi\, Kakunodatemachi\, Senboku-shi\, Akita 014-0326"
"Miyuki Morimoto Exhibition opens",4/1/2023,4/1/2023,true,"Admission Adults ¥1000\, University and High School Students ¥900\, Junior High and Elementary School Students ¥500. yen","2-4-3 Yayoi\, Bunkyo-ku\, Tokyo 113-0032"
"Diversity\, What the Media Changed\, What Changed the Media opens",4/22/2023,4/22/2023,true,"Admission Adults ¥400\, University Students ¥300\, High School Students ¥200\, Junior High School Students and Under free. yen","Yokohama Joho Bunka Center\, 11 Nihon Odori\, Naka-ku\, Yokohama-shi\, Kanagawa 231-8311"
"Aperto 18 GU Kenryou Intervals of the Afterimage opens",4/8/2023,4/8/2023,true,"Admission null yen","1-2-1 Hirosaka\, Kanazawa City\, Ishikawa 920-8509"
"Haru Ishii 'Colors\, Shapes\, and Kilns Traveling Through Time' opens",4/8/2023,4/8/2023,true,"Admission Adults ¥700\, University and High School Students ¥500\, Junior High and Elementary School Students ¥250 yen","1-130 Okuei-cho\, Tokoname-shi\, Aichi 479-8586"
"Hiroshi Yoshimura 'Ambience of Sound\, Sound of Ambience' opens",4/29/2023,4/29/2023,true,"Admission Adults ¥250; Under 20s and University Students ¥150; Seniors 65 & Over and High School Students ¥100; Junior High School Students and Under\, Persons with Disability Certificates free; Special Exhibition Fees may be charged separately. yen","2-8-1 Yukinoshita\, Kamakura-shi\, Kanagawa 248-0005"
"Sato Churyo 'Rereading Three Masterpieces' opens",4/22/2023,4/22/2023,true,"Admission Adults ¥250; Under 20s and University Students ¥150; Seniors 65 & Over\, High School Students ¥100; Junior High School Students and Under\, Persons with Disability Certificates + 1 Companion free. Special Exhibition Fees may be charged separately. yen","2208-1 Ishiki\, Miuragun-Hayamacho\, Kanagawa-ken 240-0111"
"Japan Photo Award Winners + Intuition Artists opens",4/14/2023,4/14/2023,true,"Admission 0 yen","7 Higashi Kujo Aketa-cho\, Minami-ku\, Kyoto-shi\, Kyoto 601-8044"
"Shoen and Shoko Uemura - Writings on Each Other opens",3/28/2023,3/28/2023,true,"Admission Adults\, University and High School Students ¥820; Junior High and Elementary School Students ¥410. Special Exhibition Fees may be charged separately. yen","2-1-4 Tomigaoka\, Nara-shi\, Nara 631-0004"
"Yonosuke Natori + Ken Domon 'In Search of Social Photography' opens",4/6/2023,4/6/2023,true,"Admission Adults ¥700\, High School Students ¥350\, Junior High and Elementary School Students free. [Special Exhibition] Adults ¥900\, High School Students ¥450\, Junior High and Elementary School Students free. yen","2-13 Iimoriyama\, Sakata-shi\, Yamagata 998-0055"
"Goro Kawamoto Exhibition opens",4/22/2023,4/22/2023,true,"Admission null yen","Nishikubo Bldg.\, 4-1-35 Toranomon\, Minato-ku\, Tokyo 105-0001"
"Genichiro Inokuma Exhibition opens",4/15/2023,4/15/2023,true,"Admission Adults ¥320\, University and High School Students ¥240\, Junior High and Elementary School Students ¥180\, Seniors 70 & Over ¥160. Special Exhibition Fees may be charged separately. yen","666-1 Higashi-Kubo\, Senba-cho\, Mito\, Ibaraki 310‐0851"
"The Mechanism of Meaning: Shusaku Arakawa and Madeline Gins opens",4/22/2023,4/22/2023,true,"Admission Adults ¥1500\, University and High School Students ¥1000\, Elementary and Junior High School Students ¥500 yen","2140 Serigasawa\, Nagakura\, Karuizawamachi\, Kitasaku\, Nagano 389-011"
"Poet of Ceramics opens",3/25/2023,3/25/2023,true,"Admission Adults ¥210; High School Students and Under\, Persons with Disability Certificates + 1 Companion free. yen","866-1 Ko\, Chikusei-shi\, Ibaraki 308-0021"
"'V' - Venus (Goddesses) of VOCA opens",3/16/2023,3/16/2023,true,"Admission 0 yen","1-13-1 Yurakucho\, Chiyoda-ku\, Tokyo 100-8411"
